ID;CLASSE;X;Y;banda1;geologia;Solos;banda2;mde;banda3;Flow Direct;banda4;banda5;ndvi;Slope;Aspect;savi;Convergence;Catchment A;Topographic;LS Factor;Channel Net;Vertical Di;Relative Sl;Profile Cur;Plan Curvat
62,0000000000;GX;603983,6700000000;7509399,9600000000;453,0000000000;7,0000000000;2,0000000000;845,0000000000;357,8230896000;832,0000000000;0,0000000000;1560,0000000000;2444,0000000000;0,4920634925;0,0104634510;173,9069461823;0,2921701372;-10,5269432070;1212363,3750000000;15,0373802190;0,2021950930;357,7652282700;0,0578613281;0,0046385550;-0,0000910521;-0,0014609043
63,0000000000;GX;604399,0500000000;7509328,0900000000;390,0000000000;7,0000000000;2,0000000000;811,0000000000;359,6525878900;821,0000000000;7,0000000000;1653,0000000000;3017,0000000000;0,5721729994;0,0145252161;174,4841628075;0,3727087677;13,6026191710;1308,3251953000;7,6895432472;0,0760694817;356,8181152300;2,8344726563;0,1219561845;-0,0000239678;0,0147913648
64,0000000000;GX;601435,0500000000;7506608,8800000000;233,0000000000;1,0000000000;1,0000000000;528,0000000000;382,0097961400;426,0000000000;2,0000000000;1219,0000000000;2599,0000000000;0,7183471322;0,2718929350;176,9514031410;0,4061682224;0,8459730744;292601,2812500000;11,0264520650;11,8763237000;382,0097961400;0,0000000000;0,0000000000;-0,0249953773;-0,0020523882
65,0000000000;CX;601512,2600000000;7506293,3300000000;603,0000000000;1,0000000000;1,0000000000;875,0000000000;441,3756103500;1243,0000000000;7,0000000000;1645,0000000000;1791,0000000000;0,1806196421;0,1155435294;173,9853696823;0,1023151651;39,5010185240;407,4902954100;4,3762464523;0,8780118227;378,7615051300;62,6141052250;0,6171718240;0,0018683529;0,0123930564
66,0000000000;PA;601814,5300000000;7505667,0300000000;296,0000000000;5,0000000000;6,0000000000;544,0000000000;381,7554016100;683,0000000000;1,0000000000;1083,0000000000;1471,0000000000;0,3658310175;0,0319249108;179,4952079654;0,1652222574;8,0487966537;716,4484863300;6,4878029823;0,1948886812;374,5609130900;7,1944885254;0,0852348134;0,0005131240;0,0157770477
67,0000000000;CX;603826,6000000000;7507991,9800000000;473,0000000000;1,0000000000;7,0000000000;858,0000000000;424,3164978000;1100,0000000000;1,0000000000;1552,0000000000;1763,0000000000;0,2315752655;0,3038350940;179,5181480348;0,1264784485;6,6156959534;780,1625976600;4,2887878418;3,6360490322;371,8367614700;52,4797363280;0,9038908482;0,0006118972;0,0159281287
68,0000000000;PA;604107,9200000000;7508268,7600000000;229,0000000000;1,0000000000;11,0000000000;442,0000000000;404,7854003900;478,0000000000;5,0000000000;1003,0000000000;1574,0000000000;0,5341130495;0,1928454787;175,9753999710;0,2331253439;1,9042427540;3878,8200684000;6,3661150932;2,8085708618;364,7583923300;40,0270080570;0,5703168511;-0,0001318421;-0,0013069659
69,0000000000;LVA;602872,0000000000;7507297,0000000000;363,0000000000;3,0000000000;3,0000000000;659,0000000000;440,8291931200;826,0000000000;6,0000000000;1356,0000000000;1638,0000000000;0,3295454681;0,4824166596;175,3185830116;0,1631832868;2,7851936817;1331,6318359000;4,3104906082;7,1570076942;368,6485595700;72,1806335450;0,8139752150;0,0000872855;0,0028370034
70,0000000000;CX;603200,0000000000;7507364,0000000000;143,0000000000;1,0000000000;6,0000000000;420,0000000000;367,9397888200;298,0000000000;2,0000000000;1018,0000000000;2381,0000000000;0,7775289416;0,2380195707;178,3212220669;0,4068889618;-0,9849519730;5619,6840820000;6,5197625160;3,9598135948;364,6444702100;3,2953186035;0,0437835641;-0,0070409304;-0,0067995167
71,0000000000;RL;602262,0000000000;7506173,0000000000;430,0000000000;4,0000000000;8,0000000000;766,0000000000;419,7708129900;1056,0000000000;3,0000000000;1481,0000000000;1642,0000000000;0,2171979249;0,4099777341;177,3365690708;0,1141854897;10,6431036000;832,0280761700;4,0266523361;5,3479495049;370,7285766600;49,0422363280;0,6935603023;0,0011389283;0,0134144099
72,0000000000;RL;602341,0000000000;7506371,0000000000;392,0000000000;4,0000000000;5,0000000000;805,0000000000;398,3616027800;1018,0000000000;3,0000000000;1479,0000000000;1805,0000000000;0,2787814438;0,2501013279;177,9801340103;0,1509011835;-4,4551782608;1303,8963623000;5,0073089600;3,1490399837;370,2596740700;28,1019287110;0,3972259462;0,0080791805;0,0065425611
