ID;CLASSE;X;Y;banda1;geologia;Solos;banda2;mde;banda3;Flow Direct;banda4;banda5;ndvi;Slope;Aspect;savi;Convergence;Catchment A;Topographic;LS Factor;Channel Net;Vertical Di;Relative Sl;Profile Cur;Plan Curvat
11;RL;602278;7506274;380;4;8;682;416,2323914;977;1;1360;1549;0,226444975;0,333783716;179,3695893;0,114004783;13,23536778;1505,360962;4,24472189;4,138226032;369,416626;46,81576538;0,535768509;-0,000886592;0,018832328
12;MT;602216;7506262;372;4;5;703;424,9592896;874;7;1355;1607;0,295445383;0,395700485;174,5513811;0,146972328;9,115490913;1307,012085;3,917214632;4,96964407;369,8758545;55,08343506;0,628826201;0,002839107;0,016581722
13;MT;602177;7506293;417;4;5;707;404,5307922;937;6;1427;1666;0,280061454;0,389844;174,7273817;0,143824831;2,742082119;2252,737061;4,666405678;5,649104118;370,3687744;34,16201782;0,388662875;-0,002488705;0,001727472
14;MT;602138;7506316;153;4;10;452;391,0963135;425;6;1042;2142;0,668874145;0,255815208;175,0567036;0,340359479;-2,258489132;3688,943604;5,611274719;3,674232006;370,9700928;20,1262207;0,228413418;-0,002186231;-0,00224473
15;LA;604434;7508416;296;1;11;569;391,0963135;632;6;1263;1822;0,484922588;0,255815208;175,0567036;0,239468738;-2,258489132;3688,943604;5,611274719;3,674232006;370,9700928;20,1262207;0,228413418;-0,002186231;-0,00224473
16;CX;604255;7508058;507;1;7;815;439,914093;1105;7;1589;1812;0,242372304;0,145853907;174,7971935;0,13395226;-4,918308258;1936,840454;5,543869019;1,570949793;368,5290527;71,38504028;0,947411597;0,005398552;-0,012663724
17;LVA;603194;7508792;567;3;3;917;400,8894959;1112;0;1726;2079;0,303039789;0,293295682;179,8922724;0,17708461;7,036521912;2368,27832;5,024260998;3,99870491;366,7138367;34,17565918;0,450082392;-0,001972986;0,005059395
18;RY;603891;7508778;160;1;1;377;361,4501953;340;0;882;2103;0,7216537;0,09646751;174,4568367;0,355300248;-37,96816635;9962,823242;7,599088192;1,276877284;361,2531738;0,197021484;0,002435459;-0,006421965;-0,002427886
19;PV;602342;7506683;353;4;6;896;379,8208008;1343;0;1752;1689;0,114116095;0,098545462;174,1536474;0,064616539;-3,564683914;3617,222412;6,56448698;1,071869254;371,5470886;8,273712158;0,093937919;-0,001611652;0,015238846
20;LA;603589;7508152;324;1;7;674;425,9136963;738;5;1052;1251;0,257918567;0,129889607;176,4664192;0,110101603;9,013853073;956,3972778;4,550165176;1,082981229;362,9440613;62,96963501;0,940440297;0,006335852;0,027930016
21;CX;603757;7508360;267;1;7;607;370,5974121;645;0;1294;1963;0,505368114;0,317883104;179,0763972;0,259858042;0,59044081;5204,26416;5,725836754;5,180027485;362,6991577;7,898254395;0,104174636;-0,004806659;-0,00440562
22;CX;601091;7506879;427;1;9;733;499,8630066;989;2;1457;1708;0,266592503;0,246937156;178,9390856;0,140119523;3,377055645;2968,662598;5,430900097;3,363397598;398,8909607;100,9720459;0,919236481;-0,002305178;0,00540462
23;CX;601156;7506780;128;1;1;271;492,0891113;226;3;808;1881;0,785476983;0,238673881;178,1570638;0,349303514;10,17859173;2201,536377;5,167355537;3,033711672;397,1961365;94,89297485;0,920597136;-0,000952576;0,01674642
24;CY;604176;7509574;242;7;2;470;358,5331116;512;2;1143;1847;0,56591779;0,008262404;179,4164056;0,272115767;15,2702713;1012,354858;7,367618561;0,03060085;358,2679749;0,265136719;0,00304969;0,000102488;0,045536231
25;GX;604062;7509474;323;7;2;679;357,7947998;672;6;1360;2150;0,52374202;0,008776421;175,0950122;0,283431381;-5,584876061;11757,38379;10,16493034;0,058616623;357,7947998;0;0;-0,000133432;-0,010638367
26;CX;602415;7505126;459;5;1;737;377,982605;971;6;1430;1667;0,263836235;0,022158701;175,4218402;0,136684999;-33,59189606;213827,375;12,83246517;0,400897443;377,1844177;0,798187256;0,010649634;-0,000262344;-0,042466953
27;PV;603023;7504329;491;5;4;877;465,0212097;1101;0;1693;2071;0,305800766;0,339214802;173,7546902;0,178046987;5,875104904;1642,586304;4,245879173;4,238325596;379,7151489;85,30606079;0,902982295;-0,002514258;0,006141025
28;CX;603060;7504384;236;5;4;482;453,8157959;446;6;1254;2090;0,648265004;0,100014128;175,0184183;0,327229321;-31,63618469;3746,844727;7,277950764;1,263952017;379,3004761;74,51531982;0,791556656;0,003278469;-0,062302459
29;CX;603423;7509012;382;6;9;718;390,6958008;919;1;1339;1616;0,274950683;0,055270482;178,6083916;0,138752475;76,04349518;961,6868286;5,28541851;0,348948687;362,2200012;28,47579956;0,351976633;0,001076835;0,068409741
30;GX;603891;7508139;229;1;10;509;392,7251892;475;0;1087;1881;0,596774221;0,169165522;173,9853497;0,286704719;-9,792906761;9869,326172;7,021493435;2,634030581;365,2448425;27,48034668;0,375553697;-0,000153426;-0,012531466
31;LA;602084;7508038;458;2;9;713;437,8194885;898;0;1312;1453;0,236069754;0,121946655;179,5236584;0,113249898;6,862534523;1794,635864;5,460560799;1,182279706;387,2195129;50,59997559;0,678630292;0,000697452;0,014256081
32;CX;602120;7508147;477;2;1;941;423,8591919;1227;7;1632;2072;0,256138235;0,195666224;174,8169613;0,152729243;-4,404035568;7463,182617;6,5932374;3,003319502;384,8787231;38,98046875;0,518860042;-2,93802E-05;-0,00961894
33;GX;604468;7509305;344;7;2;707;361,8186951;610;5;1583;3011;0,66307652;0,047949676;175,8094778;0,417758942;4,508563042;2599,290283;6,95686245;0,393939197;360,9074402;0,911254883;0,010831996;-0,000628408;0,01054784
34;RL;602447;7506551;357;4;8;594;398,7290955;743;3;1131;1394;0,304632664;0,157947347;177,8869116;0,136822209;4,063874722;1266,314331;5,038027287;1,599109292;368,9738159;29,75527954;0,341600359;0,006362019;0,018785588
35;SX;603404;7509360;465;7;2;863;363,4197998;1011;0;1578;2138;0,357891381;0,029290671;179,8757476;0,207448781;3,611137152;9497,666016;8,746033669;0,269056797;360,0159607;3,403839111;0,040270004;-5,46662E-05;0,004622159
36;CY;604476;7509464;258;7;2;523;358,1802979;571;0;1216;2279;0,599298239;0,049339492;174,0482693;0,326369405;-4,539145947;5062,443848;7,594855309;0,467142373;358,1802979;0;0;-0,000863064;-0,000942261
37;CX;603355;7507467;316;1;6;706;369,0783081;687;4;1457;2332;0,544882417;0,145423874;176,8635254;0,307706684;5,350436688;2486,781738;5,539912701;1,562799573;364,5803833;4,497924805;0,056501303;-0,001590154;0,008975672
38;PA;604171;7508231;179;1;11;398;418,2709045;550;6;930;1314;0,40987125;0,316325426;175,4723535;0,166958049;-1,228814125;5411,136719;5,770075321;5,188456059;367,4358215;50,83508301;0,665904164;0,00031082;0,005422997
39;CX;603719;7508558;529;1;6;932;361,4401856;1353;0;1858;2137;0,22464183;0,015274767;179,9527;0,138515905;-66,78435516;725605,0625;13,96533585;0,287803024;361,4401856;0;0;-0,000930067;0,002341321
40;CX;603997;7508100;574;1;7;869;400,0174866;1101;1;1668;2145;0,321626604;0,264556736;179,5965105;0,189910263;2,56658864;2186,897217;5,05325222;3,453759193;366,1755676;33,84191895;0,4607279;-0,001226982;0,005354026
41;PV;603845;7508017;500;1;7;875;422,3875122;1155;1;1633;1961;0,258664966;0,264956385;179,5275162;0,148965001;7,852930546;1637,763184;4,762517452;3,265944719;365,1931763;57,19433594;0,792903483;0,00052752;-0,001148144
42;CX;603251;7508141;371;1;6;746;362,743988;886;0;1477;2188;0,423552364;0,044913758;179,6319652;0,241887525;-3,521224976;589892,3125;12,79363918;1,147662401;362,743988;0;0;-0,003350593;-0,009305455
43;PVA;603454,96;7507243,23;576;1;7;896;396,8104858;1086;7;1655;2065;0,310695022;0,220455244;174,4158821;0,180161923;8,75894928;2034,884766;4,982674599;2,598651409;366,0503845;30,76010132;0,392833442;0,003547444;0,017931465
44;PVA;603433,89;7507265,19;471;1;7;810;390,6318054;1010;6;1525;1805;0,282415628;0,251451731;174,7898889;0,152591169;3,833608389;1854,565918;4,753323555;3,017042399;365,913971;24,71783447;0,31380856;-6,51686E-05;0,017177107
45;PVA;603410,9;7507285,47;510;1;11;832;385,5862122;980;7;1528;1828;0,301994294;0,251941532;174,3932209;0,162909836;4,917771816;2178,965332;4,912492275;3,123621464;365,644165;19,94204712;0,252757192;-0,000127659;0,01415047
46;PVA;603372,7;7507309,7;450;1;11;830;371,5329895;1020;0;1491;1764;0,267241389;0,202630237;174,2721982;0,143371031;1,46593535;2776,861572;5,568662167;2,577571869;365,3042603;6,228729248;0,077980898;0,000227624;0,014274588
47;GX;603316,08;7507367,12;303;1;6;687;365,1541138;627;2;1474;2569;0,607634544;0,001942955;178,7593395;0,355417281;-21,44491577;2106027,75;16,86089134;0,02329954;365,0256653;0,128448486;0,001599103;0,000005181;0,003632417
48;RY;603265,69;7507384,68;362;1;6;711;365,2595825;741;2;1395;2057;0,47033596;0,00188913;178,8215268;0,25314182;-31,51186943;2997300,75;17,24189186;0,024106795;365,1425781;0,117004395;0,001437426;0;0
49;PVA;603289,16;7507593,27;147;1;7;329;378,8699036;327;5;731;1185;0,567460299;0,056735929;175,9741855;0,197635144;-4,418972969;2923,587891;6,905872822;0,501821399;364,4278259;14,44207764;0,181077823;0,000527693;-0,003211719
50;PVA;604112,88;7508911,09;220;1;7;344;389,0726929;505;0;1030;1645;0,530232549;0,25428474;179,9151281;0,239160836;7,607326508;1189,53479;4,228883266;2,762071848;363,5406494;25,53204346;0,319160163;0,00020719;0,040192325
51;LVA;603172,75;7508901,1;319;3;3;765;380,3403931;872;0;1633;2151;0,423089653;0,116329327;179,5176785;0,239125028;-4,128966332;9284,186523;7,339905262;1,60444212;367,6770935;12,66329956;0,167601109;-0,002460511;-0,014415712
52;PVA;603880,79;7508674,59;542;1;6;959;368,3667908;1333;6;1833;2150;0,234567896;0,290779591;174,7011828;0,144465402;0,640901029;8341,009766;6,292407513;5,088049412;361,6153259;6,751464844;0,084491618;-0,001941535;-0,001813516
53;GX;603797,65;7508517,72;453;1;6;834;361,4492798;1143;0;1678;2054;0,284954637;0,177340254;175,0681648;0,166707352;2,830204487;177302,3906;10,55491543;5,729137421;361,4492798;0;0;-0,01125011;-0,012829571
54;CY;603740,69;7508536,96;502;1;6;864;361,4710999;1206;0;1734;2087;0,267537206;0,019285802;179,1698319;0,15935126;-3,782956123;196013,6406;12,19123364;0,286341637;361,4710999;0;0;-0,001016681;-0,032322168
55;PV;602329;7506665;426;4;10;921;379,8208008;1372;0;1709;1696;0,105606258;0,098545462;174,1536474;0,06023797;-3,564683914;3617,222412;6,56448698;1,071869254;371,5470886;8,273712158;0,093937919;-0,001611652;0,015238846
56;PV;603936,37;7508504,08;376;1;7;760;401,8916016;857;4;1407;1965;0,392629355;0,077402078;176,7728324;0,212477654;14,31196594;1125,230713;5,382635117;0,589391112;363,7687683;38,12283325;0,495909721;0,003247714;0,006625459
57;CX;603618,7;7508198,19;614;1;7;982;426,2943115;1227;1;1678;1858;0,204538092;0,062705852;179,2057281;0,117068648;56,59747315;923,7293091;5,118639946;0,407793701;362,9372559;63,35705566;0,928369105;0,004103158;0,036162395
58;GX;603784,46;7508380,67;155;1;10;362;365,5217896;407;0;826;1125;0,468668401;0,112522863;179,2820224;0,164880589;-2,242027998;161794,4219;10,9246273;3,126605272;362,9343567;2,587432861;0,034133025;-0,008052349;-0,019739285
59;SX;603366,78;7509348,31;577;7;2;856;364,2835083;1033;0;1579;1968;0,311562806;0,029438945;173,8546586;0,1752906;2,496897936;16012,90234;9,26333046;0,300652355;360,5744934;3,709014893;0,044212185;-0,0001338;0,005838437
60;CX;601184,08;7506732,98;100;1;1;288;482,0617065;263;3;835;1673;0,728305757;0,278713048;177,6434948;0,304930806;0,171433494;2544,555664;4,961716175;3,662708998;396,3268127;85,7348938;0,854037881;0,00333398;0,006892425
61;LVA;603228,7;7507747,51;135;1;3;453;391,8265076;334;2;1100;2452;0,760229707;0,449152052;177,8729432;0,408040077;4,999195576;3601,427002;4,975908756;7,378147125;364,4815369;27,3449707;0,345479995;-0,006523374;0,002998774
62;GX;603983,67;7509399,96;453;7;2;845;358,0145874;832;0;1560;2444;0,492063493;0,013898366;174,2872591;0,292170137;-10,83625889;3321073,5;15,34875011;0,329415202;358,0145874;0;0;-0,000300684;-0,008094074
63;GX;604399,05;7509328,09;390;7;2;811;359,9667053;821;7;1653;3017;0,572172999;0,012479617;175,0441241;0,372708768;11,43151474;2021,422974;7,795313358;0,061875559;359,7146301;0,252075195;0,002956389;-9,59841E-05;0,021231424
64;GX;601435,05;7506608,88;233;1;1;528;382,2384033;426;2;1219;2599;0,718347132;0,241061568;176,9182467;0,406168222;-0,312751085;497264,2188;11,27012157;10,43432522;382,2384033;0;0;-0,015296724;0,000145613
65;CX;601512,26;7506293,33;603;1;1;875;443,6668091;1243;3;1645;1791;0,180619642;0,180748537;178,3268805;0,102315165;50,86649323;1023,618103;4,282340527;1,68105638;382,6789551;60,987854;0,710671187;0,004601869;0,019064933
66;PA;601814,53;7505667,03;296;5;6;544;381,5830994;683;2;1083;1471;0,365831018;0,031212352;178,6853803;0,165222257;9,502392769;1731,772827;6,980549812;0,207914218;375,5079346;6,075164795;0,075928323;0,000249991;0,011189745
67;CX;603826,6;7507991,98;473;1;7;858;434,115387;1100;1;1552;1763;0,231575266;0,112116449;173,9025183;0,126478449;31,92733383;912,6344605;4,364235401;0,837323785;365,0612793;69,05410767;0,961414516;0,008865333;0,111230783
68;PA;604107,92;7508268,76;229;1;11;442;404,355011;478;5;1003;1574;0,53411305;0,238703072;175,837492;0,233125344;3,942435741;8042,509277;6,462813854;3,931652784;366,7009277;37,65408325;0,498350471;-0,000854751;-0,005896455
69;LVA;602872;7507297;363;3;3;659;453,9128113;826;6;1356;1638;0,329545468;0,330831975;175,4709859;0,163183287;9,107421875;1399,856201;4,112974644;3,978417397;369,904419;84,00839233;0,934896529;0,007017767;0,02034872
70;CX;603200;7507364;143;1;6;420;365,3650513;298;2;1018;2381;0,777528942;0,221283019;178,2052097;0,406888962;1,481960177;252335,2344;10,33392143;7,620249748;365,3543396;0,01071167;0,000129302;-0,0131881;-0,015825518
71;RL;602262;7506173;430;4;8;766;411,8947144;1056;3;1481;1642;0,217197925;0,475510359;177,5347891;0,11418549;3,782905817;1815,61377;4,036733151;6,637090683;369,1276245;42,76708984;0,493987441;0,000923932;0,006925622
72;RL;602341;7506371;392;4;5;805;398,3927002;1018;2;1479;1805;0,278781444;0,195273265;178,047729;0,150901184;-5,600875855;2254,149902;5,398090839;2,357722998;369,3578796;29,03482056;0,332720757;0,00543868;0,007265319
73;CY;604222;7509629;195;7;2;453;357,8461914;355;0;1046;2689;0,76675427;0,007339857;179,7280807;0,435231239;1,51463747;2210,217285;8,672296524;0,033260517;357,7745361;0,071655273;0,000818383;0,000114618;-0,00046897
74;GX;603293;7508253;381;1;6;734;371,0266113;851;6;1614;2572;0,502775371;0,276298136;175,4242263;0,306482256;7,096802712;2501,002686;4,884961605;3,560845137;362,4998169;8,526794434;0,111805514;-0,003853476;0,010732733
75;CY;604578;7509590;252;7;2;481;356,7160034;547;0;1010;1591;0,48830682;0,01803953;173,940403;0,219389185;2,756951094;2571,020752;7,924171925;0,110340901;356,7160034;0;0;-0,000589529;0,006154545
76;RY;603251;7507348;270;1;6;609;365,334137;675;2;1300;2229;0,535123944;0,002870686;179,3463641;0,294913948;-3,65777421;4730321;17,51180458;0,047661647;365,334137;0;0;-2,20618E-05;-0,028215107
77;LA;602155;7510155;350;1;2;506;361,2481995;733;1;1095;1234;0,254702598;0,01060614;179,1672398;0,107865676;1,578541994;70563,21875;11,76758099;0,107295841;360,8009644;0,447235107;0,005098067;6,5552E-06;0,001147362
78;RY;603887;7508811;236;1;1;459;367,7112122;522;2;1088;1955;0,578522384;0,254815698;177,8517919;0,287481606;3,632024288;2932,805176;5,385983944;3,492052794;360,8017883;6,909423828;0,084675096;-0,003764802;0,006020778
79;NX;602090;7505748;445;4;5;729;372,4220886;981;2;1474;1704;0,269273728;0,024168467;178,4934785;0,141119063;-13,44996548;144592,0469;12,00778961;0,387216628;371,124939;1,297149658;0,015585503;-3,31649E-05;-0,010326862
80;CX;602240;7508669;592;6;1;871;427,1828003;1178;1;1673;1917;0,238772214;0,271565974;179,0928199;0,136936382;-1,961056113;3655,083984;5,539442062;3,956526279;378,1867371;48,99606323;0,670916438;-0,000946549;-0,000785793
81;GX;601751;7508963;423;6;10;780;382,6532898;878;6;1597;2098;0,409946233;0,195357382;175,5933328;0,229438305;0,896195114;10544,58789;6,940488815;3,211753368;374,7165527;7,936737061;0,103375934;-0,003232082;0,000718768
82;GX;603247;7505420;310;5;10;616;399,1723938;733;0;1306;1967;0,457037032;0,074545689;178,8171324;0,240389645;-12,51324558;60669,38672;10,35786247;1,506882668;372,0847473;27,08764648;0,34870857;-0,004390291;-0,027261252
83;MT;602019;7505771;572;4;5;919;373,5911865;1207;2;1767;2153;0,281547606;0,019056281;178,5991842;0,169736832;-21,4379673;195526,6719;12,54729557;0,302004129;371,8536072;1,737579346;0,020873914;-0,000142545;-0,016062489
84;RY;603176;7507157;175;1;6;410;365,8532105;486;0;1083;2372;0,659902036;0,01618495;174,7285881;0,360015273;-55,51848221;5764207,5;16,97574425;0,573164702;365,8532105;0;0;-0,003897796;0,015225925
85;RY;602292;7505695;268;1;6;496;370,6621094;445;6;1152;1888;0,618516922;0,022382446;175,2072916;0,295172513;2,445472002;6886,174316;8,436732292;0,168954194;369,992981;0,669128418;0,00812761;-0,00017085;0,006284347
86;CX;603642;7508357;338;1;7;535;392,8106079;787;7;1204;1515;0,316246748;0,306483209;174,5203576;0,149548069;10,09520531;1757,848145;4,491228104;3,834974527;362,0735474;30,73706055;0,405467749;0,003130957;0,008170093
87;CX;602141;7508687;569;6;9;919;442,1719055;1262;1;1717;1814;0,179453835;0,030748639;178,0535092;0,102525994;22,9623127;1071,855835;6,11030817;0,170823246;377,9989319;64,17297363;0,862455487;0,001486002;0,037170529
88;PA;601167;7507058;170;1;11;373;519,6428223;435;5;884;1263;0,487632513;0,247391328;176,1676128;0,185428515;10,06322956;1779,094116;4,728752136;2,930710554;399,709259;119,9335632;1;0,003161183;0,00794596
89;LVA;603316;7508472;284;3;6;545;362,7947998;656;2;1184;1772;0,459637553;0,070080474;178,0711817;0,225363493;-11,68986416;5772,945801;7,374442101;0,756391525;362,7947998;0;0;-0,003155175;0,000659969
90;NX;601836;7505663;510;5;6;1045;380,5617981;1413;2;1959;2055;0,185121104;0,035694934;178,666968;0,11372228;6,381033897;2231,88794;7,099956989;0,260409236;374,9339294;5,627868652;0,070004724;8,26084E-05;0,007442381
91;LVA;602950;7507524;406;3;3;608;467,3688049;864;6;1066;1087;0,114300355;0,146058455;175,5207777;0,048122566;41,37876511;1254,694824;5,108281612;1,442901731;369,4339905;97,93481445;0,998840571;0,005351919;-0,004128106
92;LVA;602982;7507687;454;3;3;608;441,7308044;816;0;991;885;0,040564373;0,40793252;173,7404346;0,015445451;0,796644032;2744,03833;4,813141823;6,213691711;369,2616882;72,46911621;0,844954014;-0,001085797;-0,000494221
93;RY;602616;7506335;188;1;6;421;367,8455811;397;0;1033;1820;0,641858339;0,00188913;179,6076769;0,295759976;-49,55498886;1061784,5;16,20413208;0,019588478;367,8073425;0,038238525;0,000455793;1,25637E-05;-0,006650533
94;LVA;602862;7507166;522;3;3;932;427,3543091;1009;3;1647;2050;0,340307295;0,150106087;176,8723741;0,193758532;15,72704983;1562,582886;5,043107987;1,483560801;369,306488;58,04782105;0,673159719;-0,001213246;0,031606715
95;GX;601172;7506425;210;1;1;490;396,023407;456;2;976;1742;0,585077345;0,17645222;178,2310898;0,267991126;-35,20752716;4079,018799;5,838012219;2,213779211;390,1547546;5,868652344;0,065349445;0,007001938;0,032397237
96;PVA;601511;7506973;194;1;1;391;498,5162048;440;3;935;1515;0,5498721;0,241506159;177,9312623;0,231847584;8,79737854;1960,540039;5,039156914;3,009096384;399,8449402;98,67126465;0,991651237;0,002098652;0,01585638
97;LA;603737;7508096;276;1;11;513;419,4046021;573;5;1086;1520;0,452460587;0,138140336;176,5252378;0,200267866;20,42057991;1548,000122;5,374847412;1,400320053;363,9128418;55,49176025;0,779706359;0,004901599;0,000391434
98;CX;601580;7506513;432;1;1;785;398,9448853;1135;0;1569;1766;0,217511207;0,375711292;173,7452378;0,119794957;5,354662895;2519,253174;4,562134743;5,242758751;380,6374512;18,30743408;0,198780403;0,000143431;0,006518076
99;CX;601973;7507615;445;1;9;788;423,9179077;1051;1;1430;1594;0,205293;0,392534703;179,4523817;0,106540218;4,346655369;2225,795166;4,646740437;5,683524132;396,4664307;27,45147705;0,370515138;-0,000196637;0,00289988
100;CY;605099;7509625;198;7;2;407;355,487915;314;0;1094;2684;0,790527046;0,011669295;179,9591304;0,444486111;-5,74022007;12203,95117;10,26387024;0,091664575;355,487915;0;0;-4,9168E-06;-0,004951258
101;CY;604624;7509733;248;7;2;523;355,2695007;405;0;1237;2581;0,728734076;0,021017544;173,9573703;0,408715248;-2,419907093;15340,22656;9,557517052;0,192368776;355,2521362;0,017364502;0,00019215;0,000141575;-0,004242009
102;CY;604233;7509645;182;7;2;549;357,8461914;417;0;1131;2688;0,731400967;0,007339857;179,7280807;0,420296133;1,51463747;2210,217285;8,672296524;0,033260517;357,7745361;0,071655273;0,000818383;0,000114618;-0,00046897
103;CY;602859;7509942;331;7;2;717;355,9614868;756;0;1434;2487;0,533765018;0,035942331;173,9703279;0,314994544;1,602650881;4571,306641;7,809995651;0,30326888;355,8106384;0,150848389;0,001662801;-9,1896E-06;0,003801033
104;CY;604043;7509542;203;7;2;424;357,8001099;350;6;1184;2906;0,785012305;0,00835315;175,2104402;0,464389503;0,184694618;3373,401367;8,708919525;0,040677395;357,7992554;0,000854492;9,7895E-06;-0,000059737;0,00714401
105;RY;602449;7510699;348;7;2;753;342,6054993;717;1;1501;2485;0,552154899;0,035171587;179,2866715;0,323335797;0,766941071;18447,61523;9,226826668;0,389739513;342,6054993;0;0;-1,78024E-05;0,000297813
106;CY;603172;7509728;280;7;2;595;358,6802979;493;1;1088;2196;0,633320928;0,021538273;179,5330493;0,332227856;-1,245182991;10968,7627;9,197607994;0,18570143;358,6802979;0;0;7,56497E-05;-3,08812E-05
107;LA;602183;7510140;280;1;2;471;360,9807129;539;1;937;1307;0,416034669;0,011808104;179,0501443;0,168273464;-2,634778023;55631,63281;11,42246246;0,117635578;360,4015198;0,579193115;0,006579469;1,46766E-05;-0,001551787
108;RL;602367;7506575;433;4;5;653;398,6845093;967;7;1325;1474;0,207701758;0,198869377;174,3100815;0,102204025;3,886152029;1497,510376;4,782166004;2,141854525;370,3119812;28,37252808;0,323190808;0,004447337;0,015195562
109;RL;602462;7506581;440;4;8;785;399,0358887;1050;3;1514;1756;0,251603693;0,079733007;178,5825921;0,135664895;20,12372398;1136,13562;5,213904381;0,595733821;369,0706177;29,965271;0,343288183;0,002403219;0,027260073
110;RL;602446;7506553;298;4;8;624;398,7290955;810;3;1226;1472;0,290096402;0,157947347;177,8869116;0,13636364;4,063874722;1266,314331;5,038027287;1,599109292;368,9738159;29,75527954;0,341600359;0,006362019;0,018785588
111;MT;602365;7506525;308;4;5;676;403,5935059;864;7;1358;1597;0,297846407;0,011664514;174,6485353;0,147366315;56,10889435;912,6344605;6,631379128;0,044301704;369,9658203;33,62768555;0,384139955;0,004782763;0,07215023
112;MT;602350;7506508;313;4;5;649;402,6694946;813;3;1196;1333;0,242311284;0,079507284;177,6505923;0,109151982;45,18751144;1008,422791;5,314744949;0,605294406;369,7825317;32,88696289;0,376139104;0,004827261;-0,001465992
113;MT;602476;7506659;456;4;5;815;397,9703064;1141;3;1543;1847;0,236278445;0,037948012;176,49561;0,132573843;42,11449051;1189,085083;6,152147293;0,236153022;368,9237671;29,04653931;0,332225442;-0,001210429;0,09676905
114;RL;602442;7506349;432;4;5;709;370,8088074;935;2;1378;1552;0,248090074;0,094199278;178,2654164;0,123614267;-3,797326326;7981,04834;7,401236057;1,184382081;368,2571411;2,55166626;0,029667538;-0,001745976;-0,002314204
115;RL;602406;7506337;509;4;5;861;380,078186;1129;2;1516;1685;0,197583512;0,21938619;178,2930064;0,106731519;-4,238842487;5058,075684;6,086469173;3,217259884;368,655426;11,42276001;0,1318257;-0,002229246;0,000451864
116;RL;602393;7506179;429;4;5;690;373,6290894;931;2;1326;1470;0,224489793;0,162851408;178,1399031;0,109242;3,634975433;3288,900879;5,961362839;2,013235807;368,466919;5,16217041;0,060427941;-0,00341702;0,007630936
117;RL;602402;7506219;430;4;5;755;375,2937012;1054;2;1404;1490;0,171383649;0,204108641;178,3383656;0,086691417;3,243447304;4007,798584;5,928109169;2,799810648;368,4215393;6,872161865;0,079987429;-0,003965963;-5,47057E-05
118;PV;602553;7506891;463;4;6;767;374,978302;1131;0;1559;1769;0,219999999;0,135465249;173,8526888;0,121139228;7,317987919;2581,31665;5,649101734;1,436671257;369,4740906;5,504211426;0,06242159;-0,001387195;0,009909207
119;NX;603024;7507199;343;3;3;596;398,9577026;782;3;1144;1493;0,312527478;0,429526955;177,615694;0,146597937;-0,419829458;4626,662109;5,509469986;7,696319103;367,072876;31,88482666;0,372164786;-0,000914341;-4,47051E-05
